year,field,consortium,ncsfixed,p10fixed,citsyearflex,author_first,author_et_al,title,source,volume,issue,pages,doi
2013,OB,FMG,0.12455289578237996,0,0.25,"MELMAN, S","Schoorel, ENC; DIRKSEN, C; Kwee, A; SMITS, L; De Boer, F; JONKERS, M; WOISKI, MD; Mol, BJ; DOORNBOS, JPR; VISSER, H; HUISJES, AJM; Porath, MM; DELEMARRE, FMC; Kuppens, SMI; Aardenburg, R; Van Dooren, IMA; VROUENRAETS, FPJM; LIM, FTH; KLEIVERDA, G; van der Salm, PCM; De Boer, K; Sikkema, MJ; NIJHUIS, JG; HERMENS, RPMG; Scheepers, HCJ",SIMPLE: implementation of recommendations from international evidence-based guidelines on caesarean sections in the Netherlands. Protocol for a controlled before and after study,IMPLEMENTATION SCIENCE,8,NULL,NULL,10.1186/1748-5908-8-3
2013,OB,NULL,1.4380317598930747,0,3.75,"CHITTY, LS","KHALIL, A; BARRETT, AN; PAJKRT, E; GRIFFIN, DR; COLE, TJ","Safe, accurate, prenatal diagnosis of thanatophoric dysplasia using ultrasound and free fetal DNA",PRENATAL DIAGNOSIS,33,5,416-423,10.1002/pd.4066
2013,GYN,NULL,0.23538303778626368,0,0.5,"Detollenaere, RJ","den Boon, J; Kluivers, KB; VIERHOUT, ME; van Eijndhoven, HWF",Surgical management of pelvic organ prolapse and uterine descent in the Netherlands,INTERNATIONAL UROGYNECOLOGY JOURNAL,24,5,781-788,10.1007/s00192-012-1934-5
2013,GYN,urogyn,5.207441570295078,1,10,"van Leijsen, SAL","Kluivers, KB; Mol, BJ; in 't Hout, J; Milani, AL; ROOVERS, JPWR; den Boon, J; van der Vaart, CH; Langen, PH; Hartog, FE; DIETZ, V; TIERSMA, ESM; Hovius, MC; BONGERS, MY; SPAANS, W; HEESAKKERS, JPFA; VIERHOUT, ME",Value of Urodynamics Before Stress Urinary Incontinence Surgery A Randomized Controlled Trial,OBSTETRICS AND GYNECOLOGY,121,5,999-1008,10.1097/AOG.0b013e31828c68e3
2013,OB,NULL,2.603720785147539,1,5,"van Rijn, BB","Nijdam, ME; BRUINSE, HW; ROEST, M; Uiterwaal, CS; GROBBEE, DE; BOTS, ML; FRANX, A",Cardiovascular Disease Risk Factors in Women With a History of Early-Onset Preeclampsia,OBSTETRICS AND GYNECOLOGY,121,5,1040-1048,10.1097/AOG.0b013e31828ea3b5
2013,VPG,NULL,0.23295111143133751,0,0.5,"Moolenaar, LM","Vijgen, SMC; Hompes, P; van der Veen, F; MOL, BWJ; Opmeer, BC",Economic evaluation studies in reproductive medicine: a systematic review of methodologic quality,FERTILITY AND STERILITY,99,6,1689,10.1016/j.fertnstert.2012.12.045
2013,OB,NULL,2.473534745890162,1,4.75,"Voskamp, BJ","Kazemier, BM; RAVELLI, ACJ; SCHAAF, J; MOL, BWJ; PAJKRT, E",Recurrence of small-for-gestational-age pregnancy: analysis of first and subsequent singleton pregnancies in The Netherlands,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,208,5,NULL,10.1016/j.ajog.2013.01.045
2013,GYN,NULL,0.3905581177721309,0,0.75,"Verschoor, MAC","LEMMERS, M; BOSSUYT, PM; GRAZIOSI, GCM; HAJENIUS, PJ; Hendriks, DJ; van Hooff, MAH; van Meurs, HS; Opmeer, BC; van Tulder, MW; Bouwma, L; Catshoek, R; Geomini, P; Klinkert, ER; Langenveld, J; Nieboer, TE; van der Ploeg, JM; RADDER, CM; SPINDER, T; van der Voet, LF; Mol, BJ; Huirne, JAF; ANKUM, WM",Surgical versus expectant management in women with an incomplete evacuation of the uterus after treatment with misoprostol for miscarriage: the MisoREST trial,BMC PREGNANCY AND CHILDBIRTH,13,NULL,NULL,10.1186/1471-2393-13-102
2013,GYN,NULL,0,0,0,"Schol, PBB","De Waard, J; van Praag, MCG; HEGT, VN; van der Weiden, RMF",Vaginal sarcoidosis,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,33,4,426-427,10.3109/01443615.2012.761183
2013,VPG,NULL,2.923450251478561,1,10.25,"Dolleman, M","FADDY, MJ; van Disseldorp, J; van der Schouw, YT; Messow, CM; LEADER, B; PEETERS, PHM; McConnachie, A; NELSON, SM; BROEKMANS, FJM",The Relationship Between Anti-Mullerian Hormone in Women Receiving Fertility Assessments and Age at Menopause in Subfertile Women: Evidence From Large Population Studies,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,98,5,1946-1953,10.1210/jc.2012-4228
2013,ONC,NULL,0.31630363794911309,0,0.75,"DEKKER, N","van Dorst, EBL; van der Luijt, RB; van Gijn, ME; van Tuil, M; OFFERHAUS, JA; AUSEMS, MGEM",Acceptance of Genetic Counseling and Testing in a Hospital-Based Series of Patients with Gynecological Cancer,JOURNAL OF GENETIC COUNSELING,22,3,345-357,10.1007/s10897-012-9553-3
2013,GYN,NULL,0.1573424414014549,0,0.25,"Wallenburg, I","BONT, A; HEINEMAN, MJ; SCHEELE, F; Meurs, P",Learning to doctor: tinkering with visibility in residency training,SOCIOLOGY OF HEALTH & ILLNESS,35,4,544-559,10.1111/j.1467-9566.2012.01512.x
2013,ONC,NULL,0.93041951965899128,0,3.4999999999999996,"Permuth-Wey, J","Lawrenson, K; SHEN, HC; Velkova, A; TYRER, JP; CHEN, ZH; LIN, HY; CHEN, YA; TSAI, YY; QU, XT; RAMUS, SJ; Karevan, R; LEE, J; LEE, N; LARSON, MC; ABEN, KK; Anton-Culver, H; Antonenkova, N; ANTONIOU, AC; Armasu, SM; Bacot, F; Baglietto, L; BANDERA, EV; Barnholtz-Sloan, J; BECKMANN, MW; BIRRER, MJ; BLOOM, G; BOGDANOVA, N; BRINTON, LA; Brooks-Wilson, A; BROWN, R; BUTZOW, R; CAI, QY; CAMPBELL, I; Chang-Claude, J; CHANOCK, S; Chenevix-Trench, G; CHENG, JQ; Cicek, MS; COETZEE, GA; COOK, LS; COUCH, FJ; CRAMER, DW; CUNNINGHAM, JM; Dansonka-Mieszkowska, A; Despierre, E; DOHERTY, JA; DORK, T; du Bois, A; DURST, M; EASTON, DF; ECCLES, D; EDWARDS, R; Ekici, AB; Fasching, PA; FENSTERMACHER, DA; FLANAGAN, JM; Garcia-Closas, M; Gentry-Maharaj, A; GILES, GG; Glasspool, RM; Gonzalez-Bosquet, J; GOODMAN, MT; GORE, M; GORSKI, B; Gronwald, J; HALL, P; Halle, MK; HARTER, P; HEITZ, F; HILLEMANNS, P; HOATLIN, M; HOGDALL, CK; HOGDALL, E; HOSONO, S; JAKUBOWSKA, A; JENSEN, A; Jim, H; KALLI, KR; KARLAN, BY; KAYE, SB; Kelemen, LE; Kiemeney, LA; KIKKAWA, F; Konecny, GE; Krakstad, C; KJAER, SK; KUPRYJANCZYK, J; LAMBRECHTS, D; Lambrechts, S; LANCASTER, JM; LE, ND; LEMINEN, A; LEVINE, DA; LIANG, D; LIM, BK; LIN, J; LISSOWSKA, J; LU, KH; LUBINSKI, J; LURIE, G; MASSUGER, LFAG; MATSUO, K; MCGUIRE, V; MCLAUGHLIN, JR; MENON, U; MODUGNO, F; Moysich, KB; NAKANISHI, T; NAROD, SA; NEDERGAARD, L; NESS, RB; NEVANLINNA, H; Nickels, S; Noushmehr, H; ODUNSI, K; OLSON, SH; ORLOW, I; PAUL, J; PEARCE, CL; PEJOVIC, T; Pelttari, LM; PIKE, MC; Poole, EM; Raska, P; Renner, SP; RISCH, HA; Rodriguez-Rodriguez, L; ROSSING, MA; RUDOLPH, A; RUNNEBAUM, IB; Rzepecka, IK; Salvesen, HB; Schwaab, I; SEVERI, G; SHRIDHAR, V; SHU, XO; Shvetsov, YB; Sieh, W; SONG, HL; SOUTHEY, MC; Spiewankiewicz, B; STRAM, D; SUTPHEN, R; TEO, SH; TERRY, KL; TESSIER, DC; THOMPSON, PJ; Tworoger, SS; van Altena, AM; VERGOTE, I; Vierkant, RA; VINCENT, D; Vitonis, AF; Wang-Gohrke, S; WEBER, RP; Wentzensen, N; WHITTEMORE, AS; Wik, E; WILKENS, LR; WINTERHOFF, B; WOO, YL; WU, AH; XIANG, YB; YANG, HP; ZHENG, W; ZIOGAS, A; Zulkifli, F; PHELAN, CM; IVERSEN, E; SCHILDKRAUT, JM; BERCHUCK, A; Fridley, BL; GOODE, EL; PHAROAH, PDP; MONTEIRO, ANA; SELLERS, TA; GAYTHER, SA",Identification and molecular characterization of a new ovarian cancer susceptibility locus at 17q21.31,NATURE COMMUNICATIONS,4,NULL,NULL,10.1038/ncomms2613
2013,ONC,NULL,2.1285090897108589,0.30357142857142855,7.2499999999999991,"SHEN, H","Fridley, BL; SONG, HL; Lawrenson, K; CUNNINGHAM, JM; RAMUS, SJ; Cicek, MS; TYRER, J; STRAM, D; LARSON, MC; KOBEL, M; ZIOGAS, A; ZHENG, W; YANG, HP; WU, AH; Wozniak, EL; WOO, YL; WINTERHOFF, B; Wik, E; WHITTEMORE, AS; Wentzensen, N; WEBER, RP; Vitonis, AF; VINCENT, D; Vierkant, RA; VERGOTE, I; Van Den Berg, D; van Altena, AM; Tworoger, SS; THOMPSON, PJ; TESSIER, DC; TERRY, KL; TEO, SH; TEMPLEMAN, C; STRAM, DO; SOUTHEY, MC; Sieh, W; SIDDIQUI, N; Shvetsov, YB; SHU, XO; SHRIDHAR, V; Wang-Gohrke, S; SEVERI, G; Schwaab, I; Salvesen, HB; Rzepecka, IK; RUNNEBAUM, IB; ROSSING, MA; Rodriguez-Rodriguez, L; RISCH, HA; Renner, SP; Poole, EM; PIKE, MC; PHELAN, CM; Pelttari, LM; PEJOVIC, T; PAUL, J; ORLOW, I; OMAR, SZ; OLSON, SH; ODUNSI, K; Nickels, S; NEVANLINNA, H; NESS, RB; NAROD, SA; NAKANISHI, T; Moysich, KB; MONTEIRO, ANA; Moes-Sosnowska, J; MODUGNO, F; MENON, U; MCLAUGHLIN, JR; MCGUIRE, V; MATSUO, K; Adenan, NAM; MASSUGER, LFAG; LURIE, G; LUNDVALL, L; LUBINSKI, J; LISSOWSKA, J; LEVINE, DA; LEMINEN, A; LEE, AW; LE, ND; Lambrechts, S; LAMBRECHTS, D; KUPRYJANCZYK, J; Krakstad, C; Konecny, GE; KJAER, SK; Kiemeney, LA; Kelemen, LE; KEENEY, GL; KARLAN, BY; Karevan, R; KALLI, KR; KAJIYAMA, H; JI, BT; JENSEN, A; JAKUBOWSKA, A; IVERSEN, E; HOSONO, S; HOGDALL, CK; HOGDALL, E; HOATLIN, M; HILLEMANNS, P; HEITZ, F; HEIN, R; HARTER, P; Halle, MK; HALL, P; Gronwald, J; GORE, M; GOODMAN, MT; GILES, GG; Gentry-Maharaj, A; Garcia-Closas, M; FLANAGAN, JM; Fasching, PA; Ekici, AB; EDWARDS, R; ECCLES, D; EASTON, DF; DURST, M; du Bois, A; DORK, T; DOHERTY, JA; Despierre, E; Dansonka-Mieszkowska, A; Cybulski, C; CRAMER, DW; COOK, LS; CHEN, XQ; Charbonneau, B; Chang-Claude, J; CAMPBELL, I; BUTZOW, R; BUNKER, CH; Brueggmann, D; BROWN, R; Brooks-Wilson, A; BRINTON, LA; BOGDANOVA, N; BLOCK, MS; BENJAMIN, E; BEESLEY, J; BECKMANN, MW; BANDERA, EV; Baglietto, L; Bacot, F; Armasu, SM; Antonenkova, N; Anton-Culver, H; ABEN, KK; LIANG, D; WU, XF; Lu, KR; Hildebrandt, MAT; SCHILDKRAUT, JM; SELLERS, TA; HUNTSMAN, D; BERCHUCK, A; Chenevix-Trench, G; GAYTHER, SA; PHAROAH, PDP; LAIRD, PW; GOODE, EL; PEARCE, CL",Epigenetic analysis leads to identification of HNF1B as a subtype-specific susceptibility gene for ovarian cancer,NATURE COMMUNICATIONS,4,NULL,NULL,10.1038/ncomms2629
2013,VPG,NULL,0.51382536086980279,0,1.25,"van Houten, ELAF","LAVEN, JSE; Louwers, YV; MCLUSKEY, A; THEMMEN, APN; VISSER, JA",Bone morphogenetic proteins and the polycystic ovary syndrome,JOURNAL OF OVARIAN RESEARCH,6,NULL,NULL,10.1186/1757-2215-6-32
2013,OB,NULL,0.13082065804359488,0,0.25,"van der Hout-van der Jagt, MB","Jongen, GJLM; BOVENDEERD, PHM; OEI, SG",Insight into variable fetal heart rate decelerations from a mathematical model,EARLY HUMAN DEVELOPMENT,89,6,361-369,10.1016/j.earlhumdev.2012.12.001
2013,ONC,NULL,0.56912650690953914,0,1.5,"PEARCE, CL","ROSSING, MA; LEE, AW; NESS, RB; WEBB, PM; Chenevix-Trench, G; JORDAN, SM; Stram, DA; Chang-Claude, J; HEIN, R; Nickels, S; LURIE, G; THOMPSON, PJ; CARNEY, ME; GOODMAN, MT; MOYSICH, K; HOGDALL, E; JENSEN, A; GOODE, EL; Fridley, BL; CUNNINGHAM, JM; Vierkant, RA; WEBER, RP; ZIOGAS, A; Anton-Culver, H; GAYTHER, SA; Gentry-Maharaj, A; MENON, U; RAMUS, SJ; BRINTON, L; Wentzensen, N; LISSOWSKA, J; Garcia-Closas, M; MASSUGER, LFAG; KIEMENEY, LALM; van Altena, AM; Aben, KKH; BERCHUCK, A; DOHERTY, JA; IVERSEN, E; MCGUIRE, V; MOORMAN, PG; PHAROAH, P; PIKE, MC; RISCH, H; Sieh, W; STRAM, DO; TERRY, KL; WHITTEMORE, A; WU, AH; SCHILDKRAUT, JM; KJAER, SK",Combined and Interactive Effects of Environmental and GWAS-Identified Risk Factors in Ovarian Cancer,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,22,5,880-890,10.1158/1055-9965.EPI-12-1030-T
2013,VPG,NULL,2.6789377814603816,1,5.75,"FLEMING, R","Broekmans, F; Calhaz-Jorge, C; Dracea, L; ALEXANDER, H; ANDERSEN, AN; Blockeel, C; JENKINS, J; LUNENFELD, B; Platteau, P; SMITZ, J; de Ziegler, D",Can anti-Mullerian hormone concentrations be used to determine gonadotrophin dose and treatment protocol for ovarian stimulation?,REPRODUCTIVE BIOMEDICINE ONLINE,26,5,431-439,10.1016/j.rbmo.2012.02.027
2013,VPG,NULL,0.11647555571566875,0,0.25,"van Loendersloot, L","van Wely, M; Goddijn, M; Repping, S; BOSSUYT, P; van der Veen, F",Pregnancy and twinning rates using a tailored embryo transfer policy,REPRODUCTIVE BIOMEDICINE ONLINE,26,5,462-469,10.1016/j.rbmo.2013.01.010
2013,GYN,NULL,0.54164909552393659,0,1,"Horeman, T","Kurteva, DD; Valdastri, P; JANSEN, FW; Van den Dobbelsteen, JJ; DANKELMAN, J",The Influence of Instrument Configuration on Tissue Handling Force in Laparoscopy,SURGICAL INNOVATION,20,3,260-267,10.1177/1553350612456100
2013,GYN,NULL,0.40623682164295244,0,0.75,"Nieboer, TE","MASSA, M; WEINANS, MJN; VIERHOUT, ME; Kluivers, KB; STEGEMAN, DF",Does Training of the Nondominant Upper Extremity Reduce the Surgeon's Muscular Strain During Laparoscopy?: Results From a Randomized Controlled Trial,SURGICAL INNOVATION,20,3,292-298,10.1177/1553350612456099
2013,GYN,NULL,1.2187104649288574,0,2.25,"Oropesa, I","Chmarra, MK; Sanchez-Gonzalez, P; Lamata, P; Rodrigues, SP; Enciso, S; Sanchez-Margallo, FM; JANSEN, FW; DANKELMAN, J; GOMEZ, EJ",Relevance of Motion-Related Assessment Metrics in Laparoscopic Surgery,SURGICAL INNOVATION,20,3,299-312,10.1177/1553350612459808
2013,ONC,NULL,0.3161929176416971,0,1.25,"VOS, JR","de Bock, GH; TEIXEIRA, N; van der Kolk, DM; JANSEN, L; MOURITS, MJE; OOSTERWIJK, JC",Proven non-carriers in BRCA families have an earlier age of onset of breast cancer,EUROPEAN JOURNAL OF CANCER,49,9,2101-2106,10.1016/j.ejca.2013.02.018
2013,Unknown,NULL,0.1633551545674603,0,0.5,"Ualibek, O","Verre, R; BULFIN, B; USOV, V; FLEISCHER, K; MCGILP, JF; SHVETS, IV",Manipulating and probing the growth of plasmonic nanoparticle arrays using light,NANOSCALE,5,11,4923-4930,10.1039/c3nr00087g
2013,GYN,NULL,0.3110145311737641,0,1,"RAPS, M","ROSENDAAL, F; Ballieux, B; ROSING, J; THOMASSEN, S; HELMERHORST, F; van Vliet, H",Resistance to APC and SHBG levels during use of a four-phasic oral contraceptive containing dienogest and estradiol valerate: a randomized controlled trial,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,11,5,855-861,10.1111/jth.12172
2013,OB,NULL,0,0,0,"van 't Hooft, J","Rabotti, C; OEI, SG",Electrohysterographic evaluation of preterm contractions in a patient with a unicornuate uterus,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,92,6,730-733,10.1111/aogs.12088
2013,OB,NULL,1.0508842822169635,0,3.4999999999999996,"Smelt, MJ","de Haan, BJ; Bron, PA; van Swam, I; Meijerink, M; WELLS, JM; KLEEREBEZEM, M; FAAS, MM; de Vos, P",The Impact of Lactobacillus plantarum WCFS1 Teichoic Acid D-Alanylation on the Generation of Effector and Regulatory T-cells in Healthy Mice,PLOS ONE,8,4,NULL,10.1371/journal.pone.0063099
2013,OB,FMG,2.1362434185010026,1,7.25,"ROOS, C","Spaanderman, MEA; Schuit, E; BLOEMENKAMP, KWM; Bolte, AC; CORNETTE, J; Duvekot, JJJ; Van Eyck, J; Franssen, MTM; de Groot, CJ; KOK, JH; Kwee, A; Merien, A; Bijvank, BN; Opmeer, BC; Oudijk, MA; van Pampus, MG; PAPATSONIS, DNM; Porath, MM; Scheepers, HCJ; SCHERJON, SA; Sollie, KM; Vijgen, SMC; WILLEKES, C; Mol, BJ; van der Post, JAM; LOTGERING, FK",Effect of Maintenance Tocolysis With Nifedipine in Threatened Preterm Labor on Perinatal Outcomes A Randomized Controlled Trial,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,309,1,41-47,10.1001/jama.2012.153817
2013,OB,NULL,0.65093019628688475,0,1.25,"Verhagen, EA","Kooi, EMW; Van den Berg, PP; BOS, AF",Maternal antihypertensive drugs may influence cerebral oxygen extraction in preterm infants during the first days after birth,JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,26,9,871-876,10.3109/14767058.2013.766695
2013,OB,NULL,0,0,0,"Lap, CCMM","KRAMER, WLM; NIKKELS, PGJ; PISTORIUS, LR; Van Vugt, JMG; VISSER, GHA; Manten, GTR",Isolated abdominal wall defect with complete liver herniation without a covering or remnant membrane: an ominous sign: case report and review of literature,JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,26,9,946-948,10.3109/14767058.2013.765852
2013,OB,NULL,0.74865727219295775,0,1.75,"Vullings, R","MISCHI, M; OEI, SG; BERGMANS, JWM",Novel Bayesian Vectorcardiographic Loop Alignment for Improved Monitoring of ECG and Fetal Movement,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,60,6,1580-1588,10.1109/TBME.2013.2238938
2013,OB,NULL,0.58344092980017959,0,1.75,"Veerbeek, JHW","SMIT, JG; Koster, MPH; Uiterweer, EDP; van Rijn, BB; Koenen, SV; FRANX, A",Maternal Cardiovascular Risk Profile After Placental Abruption,HYPERTENSION,61,6,1297-1301,10.1161/HYPERTENSIONAHA.111.00930
2013,VPG,NULL,0.57042931736167046,0,2,"van Dorp, W","Blijdorp, K; LAVEN, JSE; PIETERS, R; VISSER, JA; van der Lely, AJ; Neggers, SJCMM; van den Heuvel-Eibrink, MM",Decreased ovarian function is associated with obesity in very long-term female survivors of childhood cancer,EUROPEAN JOURNAL OF ENDOCRINOLOGY,168,6,905-912,10.1530/EJE-13-0114
2013,OB,NULL,1.4460080451279407,0,2.75,"Hogeveen, M","den Heijer, M; SEMMEKROT, BA; Sporken, JM; UELAND, PM; BLOM, HJ",Umbilical choline and related methylamines betaine and dimethylglycine in relation to birth weight,PEDIATRIC RESEARCH,73,6,783-787,10.1038/pr.2013.54
2013,GYN,NULL,1.4320464318311465,0,2.75,"EMANUEL, MH",NULL,New developments in hysteroscopy,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,27,3,421-429,10.1016/j.bpobgyn.2012.11.005
2013,GYN,NULL,0.46590222286267502,0,1,"van de Burgt, TJM","Kluivers, KB; HENDRIKS, JCM",Responsiveness of the Dutch Endometriosis Health Profile-30 (EHP-30) questionnaire,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,168,1,92-94,10.1016/j.ejogrb.2012.12.037
2013,GYN,NULL,0.34942666714700632,0,0.75,"Lensen, EJM","van den Berg-van Erp, SHM; Stoutjesdijk, JA; HASAART, THM; Withagen, MIJ; Kluivers, KB; DIETZ, V; VIERHOUT, ME",Does the method of dissecting in anterior colporraphy lead to a difference in thickness of removed vaginal tissue?,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,168,1,112-116,10.1016/j.ejogrb.2012.12.028
2013,OB,NULL,0.73756806297274458,0,2.5,"van der Valk, RJP","Kiefte-de Jong, JC; Sonnenschein-van der Voort, AMM; Duijts, L; Hafkamp-de Groen, E; Moll, HA; Tiemeier, H; STEEGERS, EAP; HOFMAN, A; Jaddoe, VWV; de Jongste, JC","Neonatal folate, homocysteine, vitamin B12 levels and methylenetetrahydrofolate reductase variants in childhood asthma and eczema",ALLERGY,68,6,788-795,10.1111/all.12146
2013,ONC,NULL,0.25665629136555057,0,0.5,"Verhoef, VMJ","Dijkstra, MG; Bosgraaf, RP; Hesselink, AT; MELCHERS, WJG; Bekkers, RLM; Berkhof, J; van Kemenade, FJ",A second generation cervico-vaginal lavage device shows similar performance as its preceding version with respect to DNA yield and HPV DNA results,BMC WOMENS HEALTH,13,NULL,NULL,10.1186/1472-6874-13-21
2013,ONC,NULL,1.0414883140590157,0,2,"Bosgraaf, RP","Mast, PP; Struik-van der Zanden, PHTH; Bulten, J; MASSUGER, LFAG; Bekkers, RLM",Overtreatment in a See-and-Treat Approach to Cervical Intraepithelial Lesions,OBSTETRICS AND GYNECOLOGY,121,6,1209-1216,10.1097/AOG.0b013e318293ab22
2013,GYN,NULL,1.6924185103459004,0,3.25,"GUO, SW","EVERS, JLH",Lack of Transparency of Clinical Trials on Endometriosis,OBSTETRICS AND GYNECOLOGY,121,6,1281-1290,10.1097/AOG.0b013e318291f299
2013,OB,NULL,0.39605868048884696,0,0.75,"Deurloo, KL","Linskens, IH; Heymans, MW; Heijboer, AC; BLANKENSTEIN, MA; Van Vugt, JMG",ADAM12s and PP13 as first trimester screening markers for adverse pregnancy outcome,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,51,6,1279-1284,10.1515/cclm-2012-0566
2013,OB,NULL,1.048280001441019,0,2.25,"GROENEVELD, E","Lambers, MJ; LAMBALK, CB; Broeze, KA; Haapsamo, M; De Sutter, P; Schoot, BC; SCHATS, R; MOL, BWJ; HOMPES, PGA",Preconceptional low-dose aspirin for the prevention of hypertensive pregnancy complications and preterm delivery after IVF: a meta-analysis with individual patient data,HUMAN REPRODUCTION,28,6,1480-1488,10.1093/humrep/det022
2013,VPG,NULL,0.46590222286267502,0,1,"Schendelaar, P","Middelburg, KJ; BOS, AF; HEINEMAN, MJ; KOK, JH; la Bastide-van Gemert, S; Seggers, J; van den Heuvel, ER; Hadders-Algra, M","The effect of preimplantation genetic screening on neurological, cognitive and behavioural development in 4-year-old children: follow-up of a RCT",HUMAN REPRODUCTION,28,6,1508-1518,10.1093/humrep/det073
2013,VPG,NULL,10.832226681557195,1,23.25,"JOHNSON, NP","Hummelshoj, L",Consensus on current management of endometriosis,HUMAN REPRODUCTION,28,6,1552-1568,10.1093/humrep/det050
2013,VPG,NULL,0.34942666714700632,0,0.75,"Dancet, EAF","D'Hooghe, TM; SPIESSENS, C; Sermeus, W; De Neubourg, D; Karel, N; KREMER, JAM; Nelen, WLDM",Quality indicators for all dimensions of infertility care quality: consensus between professionals and patients,HUMAN REPRODUCTION,28,6,1584-1597,10.1093/humrep/det056
2013,VPG,NULL,0.93180444572535004,0,2,"SONG, HW","ANDERSON, RA; Bayne, RA; GROMOLL, J; SHIMASAKI, S; CHANG, RJ; Parast, MM; Laurent, LC; de Rooij, DG; HSIEH, TC; WILKINSON, MF",The RHOX homeobox gene cluster is selectively expressed in human oocytes and male germ cells,HUMAN REPRODUCTION,28,6,1635-1646,10.1093/humrep/det043
2013,OB,NULL,1.6016269747281404,0,2.75,"LOPRIORE, E","Slaghekke, F; Kersbergen, KJ; de Vries, LS; DROGTROP, AP; MIDDELDORP, JM; OEPKES, D; BENDERS, MJ",Severe cerebral injury in a recipient with twin anemia-polycythemia sequence,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,41,6,702-706,10.1002/uog.12337
2013,OB,NULL,2.2239511867411128,4.5826664849288039E-2,4.25,"SCHAAF, JM","Liem, SMS; MOL, BWJ; Abu-Hanna, A; RAVELLI, ACJ",Ethnic and Racial Disparities in the Risk of Preterm Birth: A Systematic Review and Meta-Analysis,AMERICAN JOURNAL OF PERINATOLOGY,30,6,433-450,10.1055/s-0032-1326988
2013,VPG,NULL,0,0,0,"Schendelaar, P","Heineman, KR; HEINEMAN, MJ; Jongbloed-Pereboom, M; la Bastide-van Gemert, S; Middelburg, KJ; van den Heuvel, ER; Hadders-Algra, M",Movement variation in infants born following IVF/ICSI with and without ovarian hyperstimulation,EARLY HUMAN DEVELOPMENT,89,7,507-513,10.1016/j.earlhumdev.2013.03.005
2013,GYN,NULL,0.71770161009049205,0,1.5,"Kedde, H","van de Wiel, HBM; SCHULTZ, WCMW; WIJSEN, C",Subjective sexual well-being and sexual behavior in young women with breast cancer,SUPPORTIVE CARE IN CANCER,21,7,1993-2005,10.1007/s00520-013-1750-6
2013,Unknown,NULL,0.6323512605408681,0,1.25,"Bouwmeester, W","Moons, KGM; Kappen, TH; van Klei, WA; TWISK, JWR; EIJKEMANS, MJC; Vergouwe, Y",Internal Validation of Risk Models in Clustered Data: A Comparison of Bootstrap Schemes,AMERICAN JOURNAL OF EPIDEMIOLOGY,177,11,1209-1217,10.1093/aje/kws396
2013,OB,NULL,1.0624263461140628,0,2.25,"van der Zee, B","de Beaufort, ID; STEEGERS, EAP; Denktas, S",Perceptions of preconception counselling among women planning a pregnancy: a qualitative study,FAMILY PRACTICE,30,3,341-346,10.1093/fampra/cms074
2013,ONC,NULL,0.61746853288613035,0,2.25,"Gooden, MJM","Wiersma, VR; Samplonius, DF; GERSSEN, J; van Ginkel, RJ; NIJMAN, HW; HIRASHIMA, M; NIKI, T; EGGLETON, P; HELFRICH, W; BREMER, E",Galectin-9 Activates and Expands Human T-Helper 1 Cells,PLOS ONE,8,5,NULL,10.1371/journal.pone.0065616
2013,ONC,NULL,1.9081462429216409,0,4.5,"van den Einden, LCG","de Hullu, JA; MASSUGER, LFAG; GREFTE, JMM; BULT, P; WIERSMA, A; van Engen-van Grunsven, ACH; STURM, B; Bosch, SL; HOLLEMA, H; Bulten, J",Interobserver variability and the effect of education in the histopathological diagnosis of differentiated vulvar intraepithelial neoplasia,MODERN PATHOLOGY,26,6,874-880,10.1038/modpathol.2012.235
2013,ONC,NULL,0.91130227480163872,0,1.75,"van Trommel, NE","Lok, CAR; Suiten, H; THOMAS, CMG; MASSUGER, LFAG",Long-term Outcome of Placental Site Trophoblastic Tumor in the Netherlands,JOURNAL OF REPRODUCTIVE MEDICINE,58,5-6,224-228,NULL
2013,OB,NULL,0.65093019628688475,0,1.25,"NELL, S","Wijngaarde, CA; PISTORIUS, LR; Slieker, M; Ter Heide, H; Manten, GTR; Freund, MW","Fetal Heart Disease: Severity, Associated Anomalies and Parental Decision",FETAL DIAGNOSIS AND THERAPY,33,4,235-240,10.1159/000346564
